"","gene_id","p_value","p_value_adj_FDR"
"14282","PTCH2",0.0216311111111111,0.049942067046961
"20116","ZNF418",0.0217336666666667,0.049942067046961
"3641","CHCHD2",0.0217379487179487,0.049942067046961
"5295","E2F2",0.02175,0.049942067046961
"14205","PSG4",0.02176,0.049942067046961
"6268","FBXO7",0.0217829268292683,0.049942067046961
"9479","LENG8",0.0218,0.049942067046961
"7120","GNAS",0.0218166666666667,0.049942067046961
"10159","LOC91450",0.0218166666666667,0.049942067046961
"7540","GUSBL1",0.0218311764705882,0.049942067046961
"9191","KRI1",0.021847619047619,0.049942067046961
"4275","CSF2RA",0.021883,0.049942067046961
"17189","SQLE",0.0219272727272727,0.049942067046961
"6199","FAU",0.0219421875,0.049942067046961
"535","ALG1",0.021978,0.049942067046961
"13784","POU2AF1",0.02198,0.049942067046961
"3486","CDRT15P",0.0219845714285714,0.049942067046961
"13935","PPPDE2",0.0219857142857143,0.049942067046961
"8539","IQSEC1",0.0219857142857143,0.049942067046961
"7349","GPRASP1",0.022005,0.049942067046961
"9089","KLF4",0.022015,0.049942067046961
"9187","KRBA2",0.0220153846153846,0.049942067046961
"20257","ZNF600",0.02204,0.049942067046961
"16172","SLC25A23",0.02206875,0.049942067046961
"10320","LRRK2",0.0220978260869565,0.049942067046961
"3116","CCDC42B",0.022171875,0.049942067046961
"16347","SLC4A8",0.0221808333333333,0.049942067046961
"13840","PPID",0.02219,0.049942067046961
"8446","INCA1",0.02222,0.049942067046961
"14061","PRKY",0.0222281818181818,0.049942067046961
"543","ALKBH2",0.022264375,0.049942067046961
"15365","RTN4",0.0222666666666667,0.049942067046961
"20278","ZNF627",0.0222702702702703,0.049942067046961
"19590","WNT4",0.0222962264150943,0.049942067046961
"7545","GVIN1",0.0223072289156626,0.049942067046961
"13491","PLA2G2D",0.0223148936170213,0.049942067046961
"3078","CCDC146",0.0223441558441558,0.049942067046961
"2843","CACNA2D4",0.022345,0.049942067046961
"8058","HS3ST4",0.0224035714285714,0.049942067046961
"4971","DLGAP2",0.0224430555555556,0.049942067046961
"13367","PIBF1",0.0224555555555556,0.049942067046961
"395","AGER",0.0224637931034483,0.049942067046961
"14027","PRKAA2",0.02247,0.049942067046961
"7380","GRAP2",0.0224876363636364,0.049942067046961
"13653","PNLDC1",0.0224959090909091,0.049942067046961
"15773","SERPINB12",0.0225,0.049942067046961
"1129","ATF6",0.0225,0.049942067046961
"744","ANXA2P3",0.0225152542372881,0.049942067046961
"17154","SPRR1A",0.02254,0.049942067046961
"17726","TBPL1",0.022552380952381,0.049942067046961
"10184","LPAR2",0.02256,0.049942067046961
"19141","ULBP1",0.0225663636363636,0.049942067046961
"52","ABCB8",0.02261,0.049942067046961
"1338","BAG3",0.0226153846153846,0.049942067046961
"12","AACS",0.0226607142857143,0.049942067046961
"1503","BLNK",0.0226630434782609,0.049942067046961
"15380","RUNX1T1",0.0226666666666667,0.049942067046961
"20096","ZNF385A",0.0226666666666667,0.049942067046961
"10112","LOC728554",0.0226863636363636,0.049942067046961
"3256","CCRL1",0.022695652173913,0.049942067046961
"8962","KIAA1370",0.022718,0.049942067046961
"4107","COX4I2",0.0227241935483871,0.049942067046961
"3345","CD79B",0.0227675675675676,0.049942067046961
"69","ABCD2",0.02277,0.049942067046961
"8311","IGSF11",0.0228,0.049942067046961
"18954","TXN2",0.0228947368421053,0.049942067046961
"17120","SPINK5",0.022896,0.049942067046961
"3508","CEACAM21",0.022908,0.049942067046961
"9797","LOC150776",0.0229392,0.049942067046961
"3797","CLCN7",0.0229513043478261,0.049942067046961
"8979","KIAA1543",0.0229723529411765,0.049942067046961
"6787","GAK",0.023009900990099,0.049942067046961
"13714","POLN",0.0230281818181818,0.049942067046961
"798","APEH",0.0230538461538462,0.049942067046961
"18594","TREX1",0.0231,0.049942067046961
"13809","PPAPDC1B",0.0231521052631579,0.049942067046961
"18203","TMEM185B",0.0231696202531646,0.049942067046961
"18287","TMEM57",0.0231786206896552,0.049942067046961
"1187","ATP2C1",0.0231833333333333,0.049942067046961
"3318","CD38",0.0232042553191489,0.049942067046961
"3854","CLEC9A",0.0232301886792453,0.049942067046961
"9733","LOC100240735",0.0232333333333333,0.049942067046961
"1182","ATP2A3",0.0232380952380952,0.049942067046961
"12179","NUDT7",0.023256,0.049942067046961
"10710","MDH1B",0.0232609523809524,0.049942067046961
"483","AKR1B15",0.02331875,0.049942067046961
"20220","ZNF562",0.0233365853658537,0.049942067046961
"14474","RAB24",0.0233423076923077,0.049942067046961
"14818","RETN",0.0234,0.049942067046961
"12265","ODF2",0.0234,0.049942067046961
"9383","LARP1",0.0234111111111111,0.049942067046961
"11036","MON2",0.0234357142857143,0.049942067046961
"13597","PLOD1",0.02344,0.049942067046961
"18558","TRAF4",0.023443,0.049942067046961
"13006","PCDHB12",0.02346,0.049942067046961
"4063","COMT",0.0234640776699029,0.049942067046961
"18371","TMX1",0.0234692307692308,0.049942067046961
"3252","CCR6",0.0234872340425532,0.049942067046961
"11732","NEDD8",0.0235111111111111,0.049942067046961
"10747","MED26",0.02352,0.049942067046961
"16391","SLC7A5",0.0236112359550562,0.049942067046961
"14216","PSMA2",0.0236210526315789,0.049942067046961
"7795","HIST1H1B",0.0236578125,0.049942067046961
"5946","FAM169A",0.0236702702702703,0.049942067046961
"15407","S100A12",0.0237142857142857,0.049942067046961
"9141","KLK11",0.023751724137931,0.049942067046961
"7181","GOLGA8B",0.023763829787234,0.049942067046961
"16511","SMS",0.023765,0.049942067046961
"2681","C7",0.0237857142857143,0.049942067046961
"15837","SFRP1",0.023876,0.049942067046961
"14221","PSMA7",0.0238818181818182,0.049942067046961
"14011","PRG2",0.0238823529411765,0.049942067046961
"5912","FAM150B",0.0239371428571429,0.049942067046961
"7180","GOLGA8A",0.023944,0.049942067046961
"14526","RABEP2",0.0239675925925926,0.049942067046961
"10380","LY6G5B",0.0239802631578947,0.049942067046961
"6262","FBXO46",0.0239823529411765,0.049942067046961
"9703","LOC100133669",0.024,0.049942067046961
"418","AGTRAP",0.0240314285714286,0.049942067046961
"19854","ZFP30",0.0240443037974684,0.049942067046961
"12727","OSBPL2",0.0240733333333333,0.049942067046961
"4879","DHRS11",0.024090243902439,0.049942067046961
"10443","MAEA",0.0241371428571429,0.049942067046961
"16273","SLC35E2B",0.0241571428571429,0.049942067046961
"18089","TMCO3",0.0241897435897436,0.049942067046961
"1206","ATP5L",0.02419,0.049942067046961
"8125","HSPB7",0.024192,0.049942067046961
"10969","MLXIPL",0.0242169230769231,0.049942067046961
"1609","BTBD1",0.02421875,0.049942067046961
"16349","SLC5A10",0.0242235294117647,0.049942067046961
"239","ADAD2",0.0242832653061224,0.049942067046961
"7179","GOLGA7",0.0242857142857143,0.049942067046961
"16417","SLCO2A1",0.0242988505747126,0.049942067046961
"5292","DZIP1",0.0243490909090909,0.049942067046961
"8465","INO80D",0.0243833333333333,0.049942067046961
"14351","PTPRB",0.0243870967741935,0.049942067046961
"7742","HEXDC",0.0244,0.049942067046961
"334","ADM",0.0244423076923077,0.049942067046961
"20127","ZNF432",0.0245025,0.049942067046961
"4016","COL21A1",0.0245031818181818,0.049942067046961
"19965","ZNF182",0.0245142857142857,0.049942067046961
"10008","LOC440944",0.0245454545454545,0.049942067046961
"10335","LSAMP",0.0245545454545455,0.049942067046961
"5833","FAM105A",0.0246333333333333,0.049942067046961
"5769","EXTL1",0.0246657894736842,0.049942067046961
"11466","N4BP3",0.0247,0.049942067046961
"5431","EIF2AK4",0.0247142857142857,0.049942067046961
"4420","CUL4A",0.0247146666666667,0.049942067046961
"5768","EXT2",0.0247715789473684,0.049942067046961
"9126","KLHL31",0.0247857142857143,0.049942067046961
"936","ARHGEF18",0.0248275862068966,0.049942067046961
"10007","LOC440925",0.0248651162790698,0.049942067046961
"4562","CYP4F11",0.0248916666666667,0.049942067046961
"14306","PTGR1",0.0249,0.049942067046961
"13037","PCDHGB3",0.0249333333333333,0.049942067046961
"9178","KPNA4",0.0249333333333333,0.049942067046961
"5557","ENDOU",0.0249464788732394,0.049942067046961
"10043","LOC642846",0.02495625,0.049942067046961
"12816","PA2G4P4",0.0249696551724138,0.049942067046961
"15723","SEP15",0.0249855555555556,0.049942067046961
"14304","PTGIR",0.02499,0.049942067046961
"407","AGPAT6",0.025,0.049942067046961
"2978","CASQ2",0.0250134146341463,0.049942067046961
"16333","SLC46A2",0.0250173913043478,0.049942067046961
"7925","HMMR",0.0250886597938144,0.049942067046961
"12156","NUDCD2",0.0250909090909091,0.049942067046961
"3506","CEACAM1",0.0251083333333333,0.049942067046961
"6135","FAM83D",0.025175,0.049942067046961
"17802","TCTEX1D1",0.0251875,0.049942067046961
"593","AMICA1",0.0252,0.049942067046961
"7080","GLTSCR1",0.0252,0.049942067046961
"17942","THBS1",0.0252206896551724,0.049942067046961
"17354","STIM2",0.0252225,0.049942067046961
"7568","H2AFB1",0.025228125,0.049942067046961
"8514","IPO4",0.02527,0.049942067046961
"13975","PRC1",0.0252926829268293,0.049942067046961
"18164","TMEM150C",0.0253,0.049942067046961
"17495","SVEP1",0.0253132075471698,0.049942067046961
"442","AIFM1",0.0253928571428571,0.049942067046961
"8085","HSD3B7",0.025425,0.049942067046961
"6678","FUBP1",0.025428,0.049942067046961
"20273","ZNF622",0.0254423076923077,0.049942067046961
"10946","MLC1",0.025455652173913,0.049942067046961
"3562","CENPT",0.02548,0.049942067046961
"1091","ASNA1",0.0255111111111111,0.049942067046961
"2878","CALM2",0.0255188888888889,0.049942067046961
"6282","FCER1A",0.0255339285714286,0.049942067046961
"15238","RPRD1B",0.0255489361702128,0.049942067046961
"11912","NLRX1",0.0255611111111111,0.049942067046961
"17736","TBX1",0.0255652173913043,0.049942067046961
"14242","PSMD11",0.0256566666666667,0.049942067046961
"11192","MRVI1",0.0256817647058824,0.049942067046961
"6305","FCRL3",0.0257505882352941,0.049942067046961
"18482","TOR1B",0.0257538461538462,0.049942067046961
"10649","MBLAC1",0.0257675,0.049942067046961
"20366","ZNF764",0.0258,0.049942067046961
"2903","CAMP",0.0258275862068965,0.049942067046961
"20496","ZYG11A",0.0258805555555556,0.049942067046961
"18759","TSNAXIP1",0.025884375,0.049942067046961
"19533","WDR8",0.0258844444444444,0.049942067046961
"12284","OGT",0.0258928571428571,0.049942067046961
"19363","VNN1",0.0259,0.049942067046961
"305","ADCY2",0.0259120689655172,0.049942067046961
"12772","OTUD7B",0.0259294117647059,0.049942067046961
"19974","ZNF197",0.0259512195121951,0.049942067046961
"13441","PITPNC1",0.026,0.049942067046961
"18153","TMEM144",0.0260074626865672,0.049942067046961
"3616","CFP",0.0260315384615385,0.049942067046961
"18861","TTLL3",0.0260333333333333,0.049942067046961
"13869","PPP1CA",0.026041935483871,0.049942067046961
"20224","ZNF566",0.026046511627907,0.049942067046961
"9986","LOC401010",0.0260608108108108,0.049942067046961
"20120","ZNF423",0.026072380952381,0.049942067046961
"3399","CDCA4",0.026082,0.049942067046961
"1070","ASB7",0.0261111111111111,0.049942067046961
"17837","TEF",0.026125,0.049942067046961
"19555","WFIKKN1",0.0261264705882353,0.049942067046961
"4692","DCTN4",0.0261391304347826,0.049942067046961
"11904","NLRP2",0.0261565217391304,0.049942067046961
"15204","RPL35",0.0261791666666667,0.049942067046961
"16130","SLC22A14",0.026214,0.049942067046961
"1053","ASAP2",0.0262403225806452,0.049942067046961
"8376","IL1RAP",0.0262953658536585,0.049942067046961
"9165","KLRF1",0.0263290322580645,0.049942067046961
"6949","GFRA2",0.0263630769230769,0.049942067046961
"15895","SGOL1",0.0263647058823529,0.049942067046961
"12083","NRGN",0.0264,0.049942067046961
"13050","PCGF2",0.0264,0.049942067046961
"11422","MYO1B",0.0264148936170213,0.049942067046961
"6829","GAPDH",0.0264168965517241,0.049942067046961
"5348","EDNRB",0.0264311688311688,0.049942067046961
"8708","KATNAL2",0.0264394736842105,0.049942067046961
"19534","WDR90",0.026456862745098,0.049942067046961
"11006","MMRN1",0.0264775,0.049942067046961
"9997","LOC407835",0.026505,0.049942067046961
"19009","UBE2A",0.0265144444444444,0.049942067046961
"4757","DDX54",0.0265525,0.049942067046961
"19837","ZFAND2A",0.02656,0.049942067046961
"18986","U2AF1L4",0.0265652173913043,0.049942067046961
"15020","RNF11",0.0266,0.049942067046961
"11461","MZF1",0.02670125,0.049942067046961
"19083","UBXN2A",0.0267666666666667,0.049942067046961
"20079","ZNF347",0.0267675,0.049942067046961
"10019","LOC441666",0.026787323943662,0.049942067046961
"19026","UBE2J1",0.0268125,0.049942067046961
"19449","WAS",0.0268333333333333,0.049942067046961
"12421","OR2A9P",0.026875,0.049942067046961
"6692","FUT3",0.0268972602739726,0.049942067046961
"12062","NR3C2",0.0269,0.049942067046961
"20272","ZNF621",0.0269166666666667,0.049942067046961
"60","ABCC3",0.0269258333333333,0.049942067046961
"1646","BZRAP1",0.02697,0.049942067046961
"18684","TRMT112",0.026975,0.049942067046961
"18196","TMEM181",0.027,0.049942067046961
"14243","PSMD12",0.0270038461538462,0.049942067046961
"18511","TPH1",0.0270135714285714,0.049942067046961
"14589","RAMP2",0.0270161290322581,0.049942067046961
"6130","FAM82A2",0.0270433333333333,0.049942067046961
"9489","LETM1",0.0271105263157895,0.049942067046961
"19728","ZBP1",0.0272105263157895,0.049942067046961
"7953","HNRNPH3",0.0272186046511628,0.049942067046961
"6812","GALNTL1",0.0272275862068966,0.049942067046961
"443","AIFM2",0.027232,0.049942067046961
"4544","CYP2D6",0.0272336842105263,0.049942067046961
"3217","CCNA2",0.0272368421052632,0.049942067046961
"5441","EIF2C4",0.02724,0.049942067046961
"17998","TIMM10",0.0272461538461538,0.049942067046961
"895","ARHGAP10",0.027265,0.049942067046961
"17384","STOML2",0.027265,0.049942067046961
"9974","LOC400027",0.0272676470588235,0.049942067046961
"810","APLP2",0.0272789473684211,0.049942067046961
"5456","EIF3J",0.0272972972972973,0.049942067046961
"6833","GARNL3",0.0273,0.049942067046961
"19508","WDR62",0.0273093333333333,0.049942067046961
"2988","CATSPERB",0.0273358208955224,0.049942067046961
"5821","FAIM2",0.0273766666666667,0.049942067046961
"20264","ZNF611",0.027404,0.049942067046961
"51","ABCB7",0.0274633333333333,0.049942067046961
"14326","PTPDC1",0.02748,0.049942067046961
"13590","PLK1",0.0275,0.049942067046961
"5232","DUS3L",0.0275,0.049942067046961
"4933","DIS3",0.0275134020618557,0.049942067046961
"18468","TOMM7",0.02752,0.049942067046961
"9168","KLRK1",0.0275223076923077,0.049942067046961
"14111","PRPF4",0.0275530769230769,0.049942067046961
"12815","P704P",0.0275763157894737,0.049942067046961
"18390","TNFRSF12A",0.0276217948717949,0.049942067046961
"5865","FAM120A",0.02763,0.049942067046961
"4522","CYP19A1",0.0276526315789474,0.049942067046961
"17855","TESK2",0.0276545454545455,0.049942067046961
"297","ADAT3",0.0276545454545455,0.049942067046961
"18611","TRIM17",0.0276587301587302,0.049942067046961
"7251","GPR110",0.027674358974359,0.049942067046961
"6014","FAM20C",0.0276774193548387,0.049942067046961
"7388","GREB1L",0.0276791666666667,0.049942067046961
"8804","KCNN3",0.027695652173913,0.049942067046961
"15228","RPN1",0.02772,0.049942067046961
"16900","SNRK",0.0277527272727273,0.049942067046961
"13969","PRAME",0.027765,0.049942067046961
"14601","RAN",0.0277677966101695,0.049942067046961
"15674","SEC62",0.0277777777777778,0.049942067046961
"17470","SUPT16H",0.0278271604938272,0.049942067046961
"17140","SPOCK3",0.0278292682926829,0.049942067046961
"10787","MESDC2",0.0278333333333333,0.049942067046961
"16053","SLAMF6",0.02784,0.049942067046961
"15414","S100A4",0.027856170212766,0.049942067046961
"9182","KPNB1",0.0278591836734694,0.049942067046961
"18519","TPM3",0.0278645833333333,0.049942067046961
"10123","LOC728989",0.0278756756756757,0.049942067046961
"5693","ESF1",0.0278964285714286,0.049942067046961
"8081","HSD17B7",0.0279157894736842,0.049942067046961
"19641","XKRX",0.0279321428571429,0.049942067046961
"18230","TMEM208",0.027945,0.049942067046961
"5068","DNAJC6",0.0279825,0.049942067046961
"11616","NCRNA00095",0.028,0.049942067046961
"11957","NOLC1",0.0280202702702703,0.049942067046961
"7193","GOLT1A",0.0280222222222222,0.049942067046961
"3818","CLDN5",0.0280575,0.049942067046961
"13453","PJA1",0.0281042553191489,0.049942067046961
"9816","LOC158376",0.0281074626865672,0.049942067046961
"10323","LRRN3",0.0281111111111111,0.049942067046961
"6155","FAM92B",0.0281170731707317,0.049942067046961
"15346","RSPRY1",0.0281493333333333,0.049942067046961
"15481","SART1",0.02816,0.049942067046961
"10538","MAP3K10",0.028175,0.049942067046961
"10271","LRRC34",0.0282022222222222,0.049942067046961
"3134","CCDC61",0.0282133333333333,0.049942067046961
"3545","CEND1",0.0282155263157895,0.049942067046961
"5656","ERCC2",0.028224,0.049942067046961
"14808","REPIN1",0.0282947368421053,0.049942067046961
"4364","CTDSP1",0.02832,0.049942067046961
"13197","PECI",0.028325,0.049942067046961
"8037","HRASLS5",0.02835,0.049942067046961
"16101","SLC16A9",0.0283675675675676,0.049942067046961
"16000","SIGMAR1",0.0284070175438596,0.049942067046961
"10083","LOC648740",0.0284142857142857,0.049942067046961
"8654","IWS1",0.0284375,0.049942067046961
"11070","MPP1",0.0284518518518518,0.049942067046961
"8720","KBTBD6",0.0284526315789474,0.049942067046961
"19261","USP54",0.0284595744680851,0.049942067046961
"12070","NRAP",0.0284666666666667,0.049942067046961
"12027","NPRL2",0.028475,0.049942067046961
"8067","HSD11B1L",0.02852,0.049942067046961
"10895","MIAT",0.028525,0.049942067046961
"11832","NHLRC4",0.0285409090909091,0.049942067046961
"18757","TSNARE1",0.0286,0.049942067046961
"3951","CNNM4",0.0286257142857143,0.049942067046961
"9480","LENG9",0.0286392405063291,0.049942067046961
"15669","SEC31B",0.0286451612903226,0.049942067046961
"4863","DGKH",0.0286505882352941,0.049942067046961
"6765","GABRR2",0.0286538461538462,0.049942067046961
"18927","TUBGCP3",0.0286666666666667,0.049942067046961
"719","ANO1",0.0286875,0.049942067046961
"6428","FKBP9L",0.0287151515151515,0.049942067046961
"12184","NUFIP1",0.0287210526315789,0.049942067046961
"16340","SLC4A1AP",0.0287485294117647,0.049942067046961
"8431","IMMP2L",0.0287583333333333,0.049942067046961
"20227","ZNF569",0.028764,0.049942067046961
"20242","ZNF583",0.0287692307692308,0.049942067046961
"548","ALKBH7",0.028795,0.049942067046961
"17866","TEX14",0.02884,0.049942067046961
"15721","SENP7",0.028854,0.049942067046961
"8945","KIAA1147",0.0288888888888889,0.049942067046961
"3027","CC2D2B",0.0288888888888889,0.049942067046961
"5493","ELF5",0.0289,0.049942067046961
"5228","DUOXA2",0.0289333333333333,0.049942067046961
"19233","USP27X",0.029,0.049942067046961
"6390","FHL2",0.0290085714285714,0.049942067046961
"18166","TMEM151B",0.0290139130434783,0.049942067046961
"14195","PSD4",0.029016393442623,0.049942067046961
"18571","TRAPPC10",0.0290181818181818,0.049942067046961
"17198","SRC",0.0290294117647059,0.049942067046961
"1144","ATG5",0.0290327868852459,0.049942067046961
"19000","UBAC2",0.0290526315789474,0.049942067046961
"16392","SLC7A6OS",0.0290733333333333,0.049942067046961
"13678","PNPT1",0.0290909375,0.049942067046961
"3885","CLPP",0.0291333333333333,0.049942067046961
"7967","HOOK1",0.0291696428571429,0.049942067046961
"10577","MAPK7",0.0291722222222222,0.049942067046961
"11246","MT1H",0.0291730769230769,0.049942067046961
"18041","TLR10",0.029184,0.049942067046961
"17393","STRA6",0.0292544303797468,0.049942067046961
"9242","KRT82",0.0292765432098765,0.049942067046961
"19379","VPS26A",0.0292903614457831,0.049942067046961
"11443","MYOG",0.02934,0.049942067046961
"16560","SNHG10",0.02934,0.049942067046961
"3967","CNR1",0.0293538461538462,0.049942067046961
"10001","LOC440354",0.0294,0.049942067046961
"848","APPL1",0.0294,0.049942067046961
"19865","ZFP82",0.0294,0.049942067046961
"17541","SYS1",0.0294285714285714,0.049942067046961
"11524","NARFL",0.02945,0.049942067046961
"20256","ZNF599",0.02946875,0.049942067046961
"7995","HOXB9",0.0294839285714286,0.049942067046961
"18905","TUBA3D",0.0294857142857143,0.049942067046961
"5746","EXOC3L2",0.02952,0.049942067046961
"2833","CACNA1D",0.02952,0.049942067046961
"11991","NPAS1",0.0295588235294118,0.049942067046961
"18775","TSPAN32",0.0296274193548387,0.049942067046961
"4720","DDR1",0.0296428571428571,0.049942067046961
"15370","RTTN",0.0296578947368421,0.049942067046961
"6737","GAB3",0.0296739130434783,0.049942067046961
"4102","COX16",0.0296771428571429,0.049942067046961
"9695","LOC100132832",0.0296872727272727,0.049942067046961
"2911","CANX",0.0297428571428571,0.049942067046961
"15521","SCARF1",0.0297846153846154,0.049942067046961
"14909","RHBDL1",0.0297872340425532,0.049942067046961
"15942","SH3TC2",0.0298,0.049942067046961
"275","ADAMTS1",0.0298133333333333,0.049942067046961
"14183","PRTG",0.0298222222222222,0.049942067046961
"6945","GFOD2",0.0298269230769231,0.049942067046961
"15520","SCARB2",0.0298704225352113,0.049942067046961
"596","AMIGO3",0.0299392857142857,0.049942067046961
"17581","TACO1",0.02994,0.049942067046961
"13981","PRDM12",0.0299529411764706,0.049942067046961
"13875","PPP1R12B",0.0299586206896552,0.049942067046961
"7163","GOLGA2B",0.02996,0.049942067046961
"15500","SBNO2",0.0299619047619048,0.049942067046961
"3923","CMTM7",0.0299636363636364,0.049942067046961
"7431","GRM6",0.0299675675675676,0.049942067046961
"19942","ZNF137",0.0299916666666667,0.049942067046961
"890","ARG1",0.03,0.049942067046961
"695","ANKRD44",0.0300125,0.049942067046961
"7357","GPRIN2",0.030046511627907,0.049942067046961
"9817","LOC158572",0.03006,0.049942067046961
"261","ADAM6",0.0300654545454545,0.049942067046961
"16232","SLC2A3",0.0300872727272727,0.049942067046961
"10748","MED27",0.0301090909090909,0.049942067046961
"18304","TMEM71",0.0301142857142857,0.049942067046961
"137","ACCN2",0.0301205882352941,0.049942067046961
"4604","DAD1",0.03014,0.049942067046961
"9913","LOC286367",0.0301481481481481,0.049942067046961
"13841","PPIEL",0.0301481481481482,0.049942067046961
"14643","RASGRP1",0.03015,0.049942067046961
"20499","ZZEF1",0.0301875,0.049942067046961
"14235","PSMC2",0.0301875,0.049942067046961
"169","ACOXL",0.0301888888888889,0.049942067046961
"1219","ATP6V0D2",0.0302,0.049942067046961
"6300","FCN1",0.0302,0.049942067046961
"14738","RBP4",0.0302242990654206,0.049942067046961
"5810","FADD",0.0302379310344828,0.049942067046961
"20039","ZNF284",0.03024,0.049942067046961
"16290","SLC38A11",0.03025,0.049942067046961
"1621","BTG1",0.0302702702702703,0.049942067046961
"17134","SPNS3",0.0302781818181818,0.049942067046961
"3239","CCNL2",0.03028125,0.049942067046961
"3349","CD82",0.0303175,0.049942067046961
"8099","HSP90AA1",0.0303474285714286,0.049942067046961
"17051","SPATA12",0.0303846153846154,0.049942067046961
"139","ACCN4",0.03041875,0.049942067046961
"630","ANGPTL1",0.03048,0.049942067046961
"17212","SRMS",0.0304945652173913,0.049942067046961
"5083","DNHD1",0.0305,0.049942067046961
"9248","KRT9",0.0305035714285714,0.049942067046961
"12903","PAQR8",0.0306,0.049942067046961
"13419","PIN1",0.0306,0.049942067046961
"17111","SPIN2A",0.0306,0.049942067046961
"17074","SPATS2L",0.0306428571428571,0.049942067046961
"16928","SNW1",0.0306465517241379,0.049942067046961
"6069","FAM53B",0.0306465909090909,0.049942067046961
"9077","KLC4",0.0306590909090909,0.049942067046961
"14106","PRPF39",0.0306985714285714,0.049942067046961
"8772","KCNJ15",0.0307542857142857,0.049942067046961
"5543","EMR1",0.0307684210526316,0.049942067046961
"14777","RDM1",0.0308,0.049942067046961
"19763","ZBTB7C",0.0308005714285714,0.049942067046961
"14168","PRSS36",0.0308059701492537,0.049942067046961
"5479","EIF5B",0.0308285714285714,0.049942067046961
"4607","DAGLB",0.0308454545454545,0.049942067046961
"14197","PSEN1",0.0308622222222222,0.049942067046961
"17950","THG1L",0.0308684210526316,0.049942067046961
"11394","MYH9",0.0308949152542373,0.049942067046961
"11010","MNAT1",0.030915,0.049942067046961
"5822","FAIM3",0.0309214285714286,0.049942067046961
"19757","ZBTB49",0.0309242424242424,0.049942067046961
"4382","CTNS",0.0309357142857143,0.049942067046961
"19317","VCL",0.0309471698113208,0.049942067046961
"1365","BASP1",0.0309525773195876,0.049942067046961
"18680","TRIP13",0.0309545454545455,0.049942067046961
"1418","BCL2L13",0.03096,0.049942067046961
"6835","GART",0.0309642857142857,0.049942067046961
"11843","NINJ2",0.0309702380952381,0.049942067046961
"12889","PAPLN",0.030971875,0.049942067046961
"19470","WDR13",0.0309833333333333,0.049942067046961
"13696","POLB",0.0309866666666667,0.049942067046961
"12218","NXF1",0.0310036363636364,0.049942067046961
"20129","ZNF434",0.0310153846153846,0.049942067046961
"11990","NOXO1",0.0310170588235294,0.049942067046961
"5599","EPB41",0.03105,0.049942067046961
"5837","FAM107A",0.0310531914893617,0.049942067046961
"5533","EMILIN3",0.0310666666666667,0.049942067046961
"3745","CIAPIN1",0.0310688888888889,0.049942067046961
"6054","FAM46B",0.0310714285714286,0.049942067046961
"8574","ISCA2",0.03108,0.049942067046961
"1245","ATP9B",0.031104,0.049942067046961
"374","AFG3L2",0.0311113636363636,0.049942067046961
"19886","ZG16B",0.0311225806451613,0.049942067046961
"20083","ZNF354B",0.031147619047619,0.049942067046961
"8510","IPCEF1",0.0311606060606061,0.049942067046961
"11427","MYO1G",0.0311666666666667,0.049942067046961
"6884","GCFC1",0.0311764705882353,0.049942067046961
"5677","ERMAP",0.0311913793103448,0.049942067046961
"8476","INPP5J",0.0312695652173913,0.049942067046961
"20302","ZNF668",0.0312816,0.049942067046961
"11629","NCRNA00152",0.0313142857142857,0.049942067046961
"7825","HIST1H2BO",0.03132,0.049942067046961
"10507","MAN1B1",0.03132,0.049942067046961
"10434","MACF1",0.0313333333333333,0.049942067046961
"13792","POU4F1",0.0313679245283019,0.049942067046961
"13323","PHF6",0.0313727272727273,0.049942067046961
"20042","ZNF286B",0.0314,0.049942067046961
"9821","LOC200030",0.0314333333333333,0.049942067046961
"15702","SEMA4B",0.0314476190476191,0.049942067046961
"2847","CACNB4",0.03145,0.049942067046961
"15131","RORB",0.0314583333333333,0.049942067046961
"14893","RGS3",0.03151,0.049942067046961
"3603","CFDP1",0.0315152173913043,0.049942067046961
"7152","GNPDA1",0.0315318181818182,0.049942067046961
"13366","PIAS4",0.0315333333333333,0.049942067046961
"19143","ULBP3",0.0316,0.049942067046961
"3780","CKM",0.031624,0.049942067046961
"13463","PKDREJ",0.0316516129032258,0.049942067046961
"12293","OLFML1",0.0316551724137931,0.049942067046961
"5167","DPYSL2",0.0316590909090909,0.049942067046961
"4039","COL6A4P2",0.0316632653061224,0.049942067046961
"14651","RASL11B",0.0316666666666667,0.049942067046961
"5056","DNAJC24",0.0316766666666667,0.049942067046961
"20092","ZNF37B",0.031725,0.049942067046961
"14247","PSMD2",0.0317307692307692,0.049942067046961
"12159","NUDT10",0.0317333333333333,0.049942067046961
"18429","TNNC2",0.0317777777777778,0.049942067046961
"7715","HEMK1",0.0318,0.049942067046961
"17395","STRADA",0.0318117647058824,0.049942067046961
"18169","TMEM156",0.031824,0.049942067046961
"606","AMPD3",0.0318275,0.049942067046961
"18446","TNRC6C",0.03185,0.049942067046961
"1257","ATXN1",0.0318521739130435,0.049942067046961
"4578","CYSLTR1",0.0318538461538461,0.049942067046961
"19325","VDAC1",0.0318933333333333,0.049942067046961
"10185","LPAR3",0.0319,0.049942067046961
"17710","TBC1D9",0.03195,0.049942067046961
"15792","SERPINH1",0.0319538461538462,0.049942067046961
"11276","MTHFD2",0.0319589743589744,0.049942067046961
"18335","TMIE",0.0319628571428571,0.049942067046961
