"","gene_id","p_value","p_value_adj_FDR"
"6109","FAM72B",0.0458,0.049942067046961
"4007","COL14A1",0.0458,0.049942067046961
"9885","LOC285205",0.0458,0.049942067046961
"14888","RGS1",0.0458,0.049942067046961
"5628","EPN2",0.0458,0.049942067046961
"16262","SLC35B1",0.0458,0.049942067046961
"10565","MAP9",0.0458,0.049942067046961
"10620","MAST1",0.0458,0.049942067046961
"8676","JMJD6",0.0458,0.049942067046961
"11947","NOG",0.0458,0.049942067046961
"16960","SOAT2",0.0458,0.049942067046961
"17412","STX18",0.0458,0.049942067046961
"10392","LYAR",0.0458,0.049942067046961
"8666","JAM2",0.0458,0.049942067046961
"8753","KCNG3",0.0458,0.049942067046961
"20080","ZNF34",0.0458,0.049942067046961
"13212","PER2",0.0458042553191489,0.049942067046961
"16479","SMC4",0.0458117647058824,0.049942067046961
"17441","SUGT1P1",0.0458163265306122,0.049942067046961
"20359","ZNF749",0.0458215384615385,0.049942067046961
"18740","TSEN54",0.0458235294117647,0.049942067046961
"10567","MAPK11",0.0458289473684211,0.049942067046961
"3853","CLEC7A",0.0458333333333333,0.049942067046961
"9758","LOC115110",0.045835,0.049942067046961
"8458","INHBA",0.0458425531914894,0.049942067046961
"10396","LYNX1",0.0458666666666667,0.049942067046961
"703","ANKRD55",0.0458666666666667,0.049942067046961
"13865","PPM1M",0.0458754098360656,0.049942067046961
"20082","ZNF354A",0.0458769230769231,0.049942067046961
"9456","LDHB",0.0458818181818182,0.049942067046961
"989","ARMC10",0.0458941176470588,0.049942067046961
"144","ACE2",0.0459,0.049942067046961
"4169","CPT1B",0.0459,0.049942067046961
"5383","EFNA3",0.0459,0.049942067046961
"16428","SLFN13",0.0459,0.049942067046961
"15221","RPL7",0.0459,0.049942067046961
"7559","GZMB",0.0459,0.049942067046961
"18756","TSLP",0.0459,0.049942067046961
"3431","CDHR3",0.0459,0.049942067046961
"11367","MYCBPAP",0.0459,0.049942067046961
"45","ABCB10",0.0459,0.049942067046961
"17992","TIGD5",0.0459,0.049942067046961
"4390","CTSA",0.0459,0.049942067046961
"5030","DNAJB11",0.0459,0.049942067046961
"9109","KLHL13",0.0459,0.049942067046961
"11058","MPDU1",0.0459,0.049942067046961
"13150","PDIA5",0.0459,0.049942067046961
"15784","SERPINC1",0.0459,0.049942067046961
"19414","VSTM2L",0.0459,0.049942067046961
"1492","BIRC3",0.0459,0.049942067046961
"3784","CLASP2",0.0459,0.049942067046961
"4400","CTSL2",0.0459,0.049942067046961
"5894","FAM134A",0.0459,0.049942067046961
"7896","HLTF",0.0459,0.049942067046961
"13934","PPPDE1",0.0459,0.049942067046961
"9201","KRT18",0.045924358974359,0.049942067046961
"8001","HOXC5",0.0459507692307692,0.049942067046961
"9713","LOC100134868",0.04595625,0.049942067046961
"15266","RPS28",0.0459724137931034,0.049942067046961
"382","AGAP2",0.0459782608695652,0.049942067046961
"5053","DNAJC1",0.045978947368421,0.049942067046961
"19927","ZNF100",0.045981,0.049942067046961
"14870","RGN",0.046,0.049942067046961
"14703","RBM3",0.046,0.049942067046961
"20231","ZNF573",0.046,0.049942067046961
"3025","CC2D1B",0.046,0.049942067046961
"3607","CFHR3",0.046,0.049942067046961
"14611","RAPGEF2",0.046,0.049942067046961
"15024","RNF125",0.046,0.049942067046961
"17881","TFAP4",0.046,0.049942067046961
"5611","EPHA4",0.046,0.049942067046961
"10510","MAN2A2",0.046,0.049942067046961
"15768","SERPINA6",0.046,0.049942067046961
"12056","NR2E1",0.046,0.049942067046961
"624","ANAPC7",0.046,0.049942067046961
"13407","PIK3R2",0.046,0.049942067046961
"7827","HIST1H3B",0.0460125,0.049942067046961
"15188","RPL23",0.0460161290322581,0.049942067046961
"622","ANAPC4",0.0460222222222222,0.049942067046961
"19937","ZNF132",0.0460227272727273,0.049942067046961
"2832","CACNA1C",0.0460344827586207,0.049942067046961
"19631","XIRP1",0.0460478260869565,0.049942067046961
"17157","SPRR2B",0.0460662337662338,0.049942067046961
"15507","SCAMP1",0.0460689655172414,0.049942067046961
"6049","FAM43A",0.0460777777777778,0.049942067046961
"2831","CACNA1B",0.0460833333333333,0.049942067046961
"165","ACOT9",0.0461,0.049942067046961
"17847","TEPP",0.0461,0.049942067046961
"3044","CCDC110",0.0461,0.049942067046961
"14740","RBP7",0.0461,0.049942067046961
"12720","ORMDL2",0.0461,0.049942067046961
"10821","MFAP1",0.0461,0.049942067046961
"15600","SCRN1",0.0461,0.049942067046961
"17400","STRN3",0.0461,0.049942067046961
"1380","BAZ2B",0.0461,0.049942067046961
"11702","NDUFB4",0.0461,0.049942067046961
"1533","BNC2",0.0461,0.049942067046961
"3401","CDCA7L",0.0461,0.049942067046961
"8947","KIAA1191",0.0461,0.049942067046961
"12739","OSGIN1",0.0461,0.049942067046961
"428","AHDC1",0.0461052631578947,0.049942067046961
"16487","SMCR8",0.0461095238095238,0.049942067046961
"18815","TTC16",0.04611,0.049942067046961
"1580","BRMS1L",0.0461121951219512,0.049942067046961
"1538","BNIPL",0.0461326530612245,0.049942067046961
"18797","TSR2",0.0461388888888889,0.049942067046961
"9650","LOC100128822",0.0461454545454545,0.049942067046961
"8609","ITGAL",0.0461631578947368,0.049942067046961
"13978","PRCP",0.04617,0.049942067046961
"8380","IL20RA",0.04617,0.049942067046961
"12172","NUDT21",0.0461857142857143,0.049942067046961
"4829","DEPDC1",0.0461872340425532,0.049942067046961
"3294","CD244",0.0462,0.049942067046961
"17544","SYT12",0.0462,0.049942067046961
"4871","DHDDS",0.0462,0.049942067046961
"706","ANKRD58",0.0462,0.049942067046961
"11539","NAT9",0.0462,0.049942067046961
"11919","NME2",0.0462,0.049942067046961
"3074","CCDC144A",0.0462,0.049942067046961
"9463","LDLR",0.0462,0.049942067046961
"8545","IRAK2",0.0462,0.049942067046961
"10382","LY6G6C",0.0462,0.049942067046961
"10431","MAB21L1",0.0462,0.049942067046961
"17722","TBL1X",0.0462,0.049942067046961
"11124","MRPL22",0.0462,0.049942067046961
"14058","PRKRIP1",0.0462,0.049942067046961
"15426","S100Z",0.0462,0.049942067046961
"7155","GNPTAB",0.0462,0.049942067046961
"18483","TOR2A",0.0462,0.049942067046961
"3371","CDC23",0.0462,0.049942067046961
"7081","GLTSCR2",0.0462,0.049942067046961
"8630","ITIH5L",0.0462,0.049942067046961
"10938","MKNK1",0.0462,0.049942067046961
"18366","TMTC2",0.0462,0.049942067046961
"2360","C2CD4A",0.04621875,0.049942067046961
"18626","TRIM35",0.0462222222222222,0.049942067046961
"12125","NT5DC2",0.0462222222222222,0.049942067046961
"13420","PIN4",0.046225,0.049942067046961
"19436","VWF",0.0462545454545455,0.049942067046961
"17799","TCTA",0.046256,0.049942067046961
"6277","FBXW7",0.0462578947368421,0.049942067046961
"5423","EIF1AD",0.046265625,0.049942067046961
"11263","MTDH",0.0462692307692308,0.049942067046961
"5932","FAM161B",0.0462703703703704,0.049942067046961
"20326","ZNF697",0.0462745098039216,0.049942067046961
"15492","SBDSP1",0.0462760563380282,0.049942067046961
"6061","FAM48A",0.0462767857142857,0.049942067046961
"8137","HTATIP2",0.0462790697674419,0.049942067046961
"8091","HSF4",0.0462875,0.049942067046961
"5990","FAM190A",0.0463,0.049942067046961
"5784","F13A1",0.0463,0.049942067046961
"3320","CD3EAP",0.0463,0.049942067046961
"11512","NAP1L2",0.0463,0.049942067046961
"734","ANTXR1",0.0463,0.049942067046961
"1122","ATE1",0.0463,0.049942067046961
"17424","STXBP2",0.0463,0.049942067046961
"4049","COLEC12",0.0463,0.049942067046961
"6576","FOXD4L2",0.0463,0.049942067046961
"10576","MAPK6",0.0463,0.049942067046961
"15429","S1PR3",0.0463,0.049942067046961
"1335","BAD",0.0463,0.049942067046961
"19870","ZFPL1",0.0463,0.049942067046961
"12970","PCBP1",0.0463,0.049942067046961
"17504","SYCE1",0.0463,0.049942067046961
"19835","ZER1",0.0463,0.049942067046961
"1486","BID",0.0463,0.049942067046961
"11826","NHEJ1",0.0463,0.049942067046961
"17055","SPATA18",0.0463,0.049942067046961
"8707","KATNAL1",0.0463,0.049942067046961
"14943","RIC8B",0.0463,0.049942067046961
"2122","C1RL",0.0463,0.049942067046961
"3575","CEP350",0.0463,0.049942067046961
"15087","RNF40",0.0463,0.049942067046961
"16137","SLC22A20",0.0463,0.049942067046961
"10233","LRP11",0.046305,0.049942067046961
"99","ABI3",0.04632,0.049942067046961
"7740","HEXA",0.0463533333333333,0.049942067046961
"3177","CCDC94",0.0463533333333333,0.049942067046961
"12798","P2RX6",0.0463588235294118,0.049942067046961
"7176","GOLGA6L6",0.0463666666666667,0.049942067046961
"644","ANKFY1",0.0463692307692308,0.049942067046961
"18660","TRIM66",0.0463744186046512,0.049942067046961
"8567","IRX2",0.0463785714285714,0.049942067046961
"10646","MBIP",0.0463909090909091,0.049942067046961
"524","ALDOA",0.0464,0.049942067046961
"17851","TERF2",0.0464,0.049942067046961
"7194","GOLT1B",0.0464,0.049942067046961
"9580","LIPC",0.0464,0.049942067046961
"6932","GEMIN7",0.0464,0.049942067046961
"4149","CPNE3",0.0464,0.049942067046961
"5523","EMB",0.0464,0.049942067046961
"8752","KCNG2",0.0464,0.049942067046961
"4598","DACH1",0.0464,0.049942067046961
"8160","HTRA1",0.0464,0.049942067046961
"19618","XAB2",0.0464,0.049942067046961
"4534","CYP27C1",0.0464,0.049942067046961
"14598","RANBP9",0.0464,0.049942067046961
"10714","MDM1",0.0464,0.049942067046961
"1086","ASH2L",0.0464,0.049942067046961
"1471","BFSP1",0.0464,0.049942067046961
"7231","GPD2",0.0464,0.049942067046961
"16065","SLC10A7",0.0464,0.049942067046961
"20043","ZNF287",0.0464,0.049942067046961
"17497","SVIP",0.0464081081081081,0.049942067046961
"411","AGR2",0.0464147058823529,0.049942067046961
"10932","MKI67IP",0.046416393442623,0.049942067046961
"14662","RASSF9",0.0464246153846154,0.049942067046961
"940","ARHGEF33",0.046431067961165,0.049942067046961
"15166","RPL13AP6",0.0464333333333333,0.049942067046961
"5501","ELL",0.0464444444444444,0.049942067046961
"8509","IP6K3",0.0464634146341463,0.049942067046961
"17590","TAF10",0.0464682926829268,0.049942067046961
"7248","GPR108",0.046475,0.049942067046961
"9507","LGALS9",0.04648,0.049942067046961
"5","A2ML1",0.0464817073170732,0.049942067046961
"13142","PDHA1",0.0464869565217391,0.049942067046961
"14492","RAB39B",0.0464931034482759,0.049942067046961
"13269","PGCP",0.0465,0.049942067046961
"3694","CHPF",0.0465,0.049942067046961
"13013","PCDHB19P",0.0465,0.049942067046961
"11561","NBR1",0.0465,0.049942067046961
"20357","ZNF746",0.0465,0.049942067046961
"233","ACVRL1",0.0465,0.049942067046961
"16958","SNX9",0.0465,0.049942067046961
"601","AMOTL1",0.0465,0.049942067046961
"3675","CHL1",0.0465,0.049942067046961
"11791","NFE2L3",0.0465,0.049942067046961
"16446","SLPI",0.0465,0.049942067046961
"18607","TRIM14",0.0465,0.049942067046961
"978","ARL5A",0.0465,0.049942067046961
"10272","LRRC36",0.0465,0.049942067046961
"2823","CABP1",0.0465,0.049942067046961
"7425","GRLF1",0.0465,0.049942067046961
"15360","RTN3",0.0465,0.049942067046961
"476","AKD1",0.0465,0.049942067046961
"12817","PA2G4",0.0465,0.049942067046961
"17289","ST6GALNAC2",0.0465,0.049942067046961
"13622","PLXNC1",0.0465,0.049942067046961
"15929","SH3D20",0.0465,0.049942067046961
"4129","CPA5",0.0465,0.049942067046961
"17660","TAS2R4",0.0465,0.049942067046961
"10584","MAPKAPK2",0.0465,0.049942067046961
"18379","TNFAIP6",0.0465142857142857,0.049942067046961
"15184","RPL23AP7",0.0465244897959184,0.049942067046961
"12067","NR5A2",0.0465263157894737,0.049942067046961
"4175","CPXM2",0.0465263157894737,0.049942067046961
"5391","EFS",0.0465294117647059,0.049942067046961
"14461","RAB12",0.0465333333333333,0.049942067046961
"5756","EXOSC10",0.0465454545454545,0.049942067046961
"9656","LOC100129387",0.0465588785046729,0.049942067046961
"6285","FCF1",0.0465612244897959,0.049942067046961
"15921","SH3BGRL",0.0465714285714286,0.049942067046961
"6157","FAM96A",0.0465764705882353,0.049942067046961
"13658","PNMA1",0.0465833333333333,0.049942067046961
"14380","PTX3",0.0465868131868132,0.049942067046961
"3325","CD44",0.0465882352941176,0.049942067046961
"5025","DNAI2",0.0465978947368421,0.049942067046961
"609","AMT",0.046598275862069,0.049942067046961
"6292","FCGR2C",0.0466,0.049942067046961
"5308","EBF1",0.0466,0.049942067046961
"4533","CYP27B1",0.0466,0.049942067046961
"13184","PDZD7",0.0466,0.049942067046961
"4631","DBC1",0.0466,0.049942067046961
"12214","NUSAP1",0.0466,0.049942067046961
"14253","PSMD8",0.0466,0.049942067046961
"13160","PDLIM3",0.0466,0.049942067046961
"5495","ELFN2",0.0466,0.049942067046961
"10963","MLLT6",0.0466,0.049942067046961
"97","ABI2",0.0466,0.049942067046961
"20194","ZNF528",0.0466,0.049942067046961
"8663","JAKMIP1",0.0466,0.049942067046961
"19482","WDR33",0.0466,0.049942067046961
"5385","EFNA5",0.0466,0.049942067046961
"6041","FAM3A",0.0466,0.049942067046961
"5312","EBI3",0.0466,0.049942067046961
"19505","WDR5",0.0466,0.049942067046961
"20204","ZNF544",0.0466,0.049942067046961
"15900","SGSH",0.0466032786885246,0.049942067046961
"19624","XBP1",0.0466133333333333,0.049942067046961
"6739","GABARAPL1",0.0466188679245283,0.049942067046961
"6156","FAM95B1",0.0466327272727273,0.049942067046961
"917","ARHGAP33",0.0466375,0.049942067046961
"12730","OSBPL6",0.0466468085106383,0.049942067046961
"6930","GEMIN5",0.04667,0.049942067046961
"15770","SERPINA9",0.0466714285714286,0.049942067046961
"4285","CSK",0.0466769230769231,0.049942067046961
"20049","ZNF300",0.0466818181818182,0.049942067046961
"4810","DEFB4A",0.0466851063829787,0.049942067046961
"18009","TIMP1",0.0466888888888889,0.049942067046961
"3261","CCT3",0.0466945945945946,0.049942067046961
"738","ANXA10",0.0466965517241379,0.049942067046961
"6955","GGA3",0.0467,0.049942067046961
"13107","PDDC1",0.0467,0.049942067046961
"6646","FRS3",0.0467,0.049942067046961
"5884","FAM128B",0.0467,0.049942067046961
"8453","ING3",0.0467,0.049942067046961
"19356","VMA21",0.0467,0.049942067046961
"6417","FKBP15",0.0467,0.049942067046961
"1181","ATP2A2",0.0467,0.049942067046961
"9661","LOC100129726",0.0467,0.049942067046961
"8831","KCTD18",0.0467,0.049942067046961
"19919","ZMYM6",0.0467,0.049942067046961
"4297","CSNK1E",0.0467,0.049942067046961
"18951","TXLNA",0.0467,0.049942067046961
"1250","ATRIP",0.0467,0.049942067046961
"15629","SDHAF2",0.0467,0.049942067046961
"4588","CYYR1",0.0467,0.049942067046961
"8931","KIAA0895L",0.0467,0.049942067046961
"12750","OSTM1",0.0467,0.049942067046961
"10967","MLPH",0.0467,0.049942067046961
"19194","UQCRFS1",0.0467,0.049942067046961
"1630","BTN2A3",0.0467,0.049942067046961
"15863","SFT2D2",0.0467,0.049942067046961
"2857","CADM1",0.0467,0.049942067046961
"5681","ERN2",0.0467,0.049942067046961
"4234","CROT",0.0467142857142857,0.049942067046961
"18774","TSPAN31",0.0467368421052632,0.049942067046961
"1252","ATRN",0.0467409836065574,0.049942067046961
"4509","CYCS",0.0467478260869565,0.049942067046961
"7762","HHIP",0.04675,0.049942067046961
"11978","NOTCH3",0.0467541666666667,0.049942067046961
"5953","FAM172A",0.046765625,0.049942067046961
"16051","SLAIN2",0.0467666666666667,0.049942067046961
"11675","NDST2",0.0467763157894737,0.049942067046961
"17987","TIFA",0.0467890243902439,0.049942067046961
"15497","SBK1",0.0467925,0.049942067046961
"9537","LIF",0.0467930232558139,0.049942067046961
"19931","ZNF114",0.0468,0.049942067046961
"8801","KCNMB4",0.0468,0.049942067046961
"5984","FAM189A1",0.0468,0.049942067046961
"11268","MTF1",0.0468,0.049942067046961
"7561","GZMK",0.0468,0.049942067046961
"10949","MLF1",0.0468,0.049942067046961
"7315","GPR35",0.0468,0.049942067046961
"6842","GAS6",0.0468,0.049942067046961
"5006","DMTF1",0.0468,0.049942067046961
"18105","TMED9",0.0468,0.049942067046961
"6621","FRAS1",0.0468,0.049942067046961
"3900","CLTCL1",0.0468,0.049942067046961
"7132","GNE",0.0468,0.049942067046961
"7520","GTSE1",0.0468,0.049942067046961
"1481","BHMT2",0.0468,0.049942067046961
"6356","FGF18",0.0468,0.049942067046961
"1287","AXIN2",0.0468,0.049942067046961
"3632","CHAC1",0.0468,0.049942067046961
"5757","EXOSC1",0.0468057692307692,0.049942067046961
"6429","FKBP9",0.0468142857142857,0.049942067046961
"14658","RASSF5",0.0468176470588235,0.049942067046961
"11756","NEO1",0.0468181818181818,0.049942067046961
"16432","SLIT1",0.0468405405405405,0.049942067046961
"947","ARHGEF6",0.0468448275862069,0.049942067046961
"12271","ODZ1",0.046848,0.049942067046961
"1648","BZW2",0.0468539325842697,0.049942067046961
"4158","CPPED1",0.046872,0.049942067046961
"20087","ZNF362",0.046875,0.049942067046961
"18518","TPM2",0.0468837209302326,0.049942067046961
"14007","PREX1",0.0468944444444444,0.049942067046961
"342","ADPGK",0.0468975609756098,0.049942067046961
"13262","PGAP2",0.0469,0.049942067046961
"13210","PEPD",0.0469,0.049942067046961
"19986","ZNF214",0.0469,0.049942067046961
"4850","DGCR11",0.0469,0.049942067046961
"13059","PCM1",0.0469,0.049942067046961
"16293","SLC38A3",0.0469,0.049942067046961
"1479","BHLHE40",0.0469,0.049942067046961
"3418","CDH23",0.0469,0.049942067046961
"16040","SKAP1",0.0469,0.049942067046961
"1171","ATP13A5",0.0469,0.049942067046961
"7577","H2BFXP",0.0469,0.049942067046961
"1294","B2M",0.0469,0.049942067046961
"7957","HNRNPR",0.0469,0.049942067046961
"10736","MED16",0.0469,0.049942067046961
"19046","UBE2W",0.0469,0.049942067046961
"15848","SFRS16",0.0469,0.049942067046961
"18643","TRIM4",0.0469,0.049942067046961
"9628","LNX2",0.0469,0.049942067046961
"13326","PHGDH",0.0469,0.049942067046961
"19677","YEATS2",0.0469,0.049942067046961
"19561","WHSC1L1",0.0469019607843137,0.049942067046961
"55","ABCC11",0.0469058823529412,0.049942067046961
"4835","DERL1",0.0469083333333333,0.049942067046961
"18769","TSPAN17",0.0469090909090909,0.049942067046961
"13567","PLEKHG6",0.04692,0.049942067046961
"18584","TRDN",0.0469255813953488,0.049942067046961
"18732","TSC22D1",0.0469285714285714,0.049942067046961
"13608","PLSCR4",0.0469392857142857,0.049942067046961
"11983","NOVA2",0.0469434782608696,0.049942067046961
"18476","TOP3B",0.046945,0.049942067046961
"18782","TSPAN8",0.0469538461538462,0.049942067046961
"15186","RPL23A",0.0469538461538462,0.049942067046961
"11982","NOVA1",0.0469777777777778,0.049942067046961
"20170","ZNF497",0.0469777777777778,0.049942067046961
"6516","FLT3LG",0.0469822222222222,0.049942067046961
"9933","LOC341056",0.0469859154929577,0.049942067046961
"3868","CLK1",0.0469989898989899,0.049942067046961
"10942","MKRN3",0.047,0.049942067046961
"16098","SLC16A6",0.047,0.049942067046961
"15309","RREB1",0.047,0.049942067046961
"14281","PTCH1",0.047,0.049942067046961
"429","AHI1",0.047,0.049942067046961
"19925","ZMYND19",0.047,0.049942067046961
"15313","RRM2",0.047,0.049942067046961
"17422","STX8",0.047,0.049942067046961
"18508","TPD52L2",0.047,0.049942067046961
"6352","FGF13",0.047,0.049942067046961
"17964","THRB",0.047,0.049942067046961
"7027","GK5",0.047,0.049942067046961
"10716","MDM4",0.047,0.049942067046961
"8047","HRK",0.047,0.049942067046961
"16952","SNX3",0.047,0.049942067046961
"15174","RPL18",0.047,0.049942067046961
"18453","TOB2",0.047,0.049942067046961
"4615","DAPK2",0.047,0.049942067046961
"14603","RAP1B",0.047,0.049942067046961
"4077","COPS8",0.047,0.049942067046961
"5114","DOK2",0.047,0.049942067046961
"5725","ETV5",0.047,0.049942067046961
"18737","TSEN15",0.047,0.049942067046961
"11236","MSTO2P",0.0470117647058824,0.049942067046961
"14241","PSMD10",0.0470214285714286,0.049942067046961
"7777","HIGD1B",0.047025,0.049942067046961
"6225","FBXL22",0.0470260869565217,0.049942067046961
"11383","MYH14",0.0470333333333333,0.049942067046961
"11373","MYC",0.0470421052631579,0.049942067046961
"9788","LOC149134",0.0470486842105263,0.049942067046961
"19068","UBQLN4",0.04708,0.049942067046961
"8472","INPP5B",0.0470853658536585,0.049942067046961
"12539","OR51E1",0.0470881578947368,0.049942067046961
"16517","SMURF1",0.0470894736842105,0.049942067046961
"10926","MIR155HG",0.047090243902439,0.049942067046961
"8368","IL1F6",0.0470909090909091,0.049942067046961
"20086","ZNF35",0.047093023255814,0.049942067046961
"8100","HSP90AB1",0.0470944444444444,0.049942067046961
"10513","MAN2C1",0.047096,0.049942067046961
"7110","GNA13",0.0470985915492958,0.049942067046961
"9162","KLRC3",0.0471,0.049942067046961
"16198","SLC25A4",0.0471,0.049942067046961
"7923","HMHA1",0.0471,0.049942067046961
"7618","HAUS6",0.0471,0.049942067046961
"5300","E2F7",0.0471,0.049942067046961
"108","ABR",0.0471,0.049942067046961
"3132","CCDC59",0.0471,0.049942067046961
"16398","SLC8A2",0.0471,0.049942067046961
"18819","TTC1",0.0471,0.049942067046961
"4196","CREB3L4",0.0471,0.049942067046961
"7824","HIST1H2BN",0.0471,0.049942067046961
"5748","EXOC3",0.0471,0.049942067046961
"3083","CCDC150",0.0471,0.049942067046961
"7999","HOXC13",0.0471,0.049942067046961
"20247","ZNF587",0.0471,0.049942067046961
"8128","HSPBAP1",0.0471,0.049942067046961
"9556","LIMD1",0.0471,0.049942067046961
"5816","FAF2",0.0471,0.049942067046961
"7919","HMGN4",0.0471,0.049942067046961
"11300","MTO1",0.0471,0.049942067046961
"585","AMD1",0.0471,0.049942067046961
"4279","CSF3",0.0471,0.049942067046961
"19570","WIPI2",0.0471078947368421,0.049942067046961
"14100","PROZ",0.0471111111111111,0.049942067046961
"17373","STK38",0.0471205882352941,0.049942067046961
"12017","NPM1",0.0471272727272727,0.049942067046961
"16375","SLC6A4",0.0471326086956522,0.049942067046961
"18454","TOE1",0.0471391304347826,0.049942067046961
"19829","ZDHHC7",0.047140625,0.049942067046961
"17226","SRPX",0.0471441176470588,0.049942067046961
"3091","CCDC159",0.0471479166666667,0.049942067046961
"354","ADRB3",0.047152,0.049942067046961
"18898","TTYH1",0.0471527777777778,0.049942067046961
"8221","IFFO1",0.047167,0.049942067046961
"19585","WNT1",0.047169014084507,0.049942067046961
"13010","PCDHB16",0.0471739130434783,0.049942067046961
"9779","LOC146880",0.0471807692307692,0.049942067046961
"1211","ATP6AP1",0.0471951219512195,0.049942067046961
"14366","PTPRR",0.0472,0.049942067046961
"15403","RYR2",0.0472,0.049942067046961
"4499","CYB5R2",0.0472,0.049942067046961
"392","AGBL3",0.0472,0.049942067046961
"8003","HOXC8",0.0472,0.049942067046961
"10571","MAPK15",0.0472,0.049942067046961
"18116","TMEM107",0.0472,0.049942067046961
"8286","IGF2BP1",0.0472,0.049942067046961
"14556","RAD51",0.0472,0.049942067046961
"5879","FAM126B",0.0472,0.049942067046961
"6974","GHDC",0.0472,0.049942067046961
"10889","MGRN1",0.0472,0.049942067046961
"10010","LOC441046",0.0472,0.049942067046961
"11409","MYLK3",0.0472,0.049942067046961
"7592","HAL",0.0472,0.049942067046961
"7586","HACL1",0.0472,0.049942067046961
"15678","SECTM1",0.0472,0.049942067046961
"16935","SNX16",0.0472,0.049942067046961
"19457","WBSCR16",0.0472,0.049942067046961
"5127","DPAGT1",0.0472,0.049942067046961
"10234","LRP12",0.0472,0.049942067046961
"11848","NIPA2",0.0472,0.049942067046961
"15279","RPS6KA4",0.0472,0.049942067046961
"16929","SNX10",0.0472,0.049942067046961
"20225","ZNF567",0.0472,0.049942067046961
"20374","ZNF772",0.0472,0.049942067046961
"10615","MARVELD3",0.0472,0.049942067046961
"11149","MRPL48",0.0472,0.049942067046961
"14735","RBP1",0.0472,0.049942067046961
"15692","SELT",0.0472,0.049942067046961
"19639","XKR8",0.0472,0.049942067046961
"210","ACTL8",0.0472043010752688,0.049942067046961
"11177","MRPS2",0.0472068965517241,0.049942067046961
"4216","CRIPT",0.0472266666666667,0.049942067046961
"2844","CACNB1",0.0472285714285714,0.049942067046961
"14931","RHOT2",0.047232,0.049942067046961
"17165","SPRY1",0.04725,0.049942067046961
"4320","CST4",0.04725,0.049942067046961
"8657","JAG1",0.04725,0.049942067046961
"8339","IL12B",0.04725,0.049942067046961
"20406","ZNF814",0.0472551020408163,0.049942067046961
"6242","FBXO24",0.0472592592592593,0.049942067046961
"15953","SHC4",0.04726,0.049942067046961
"11753","NELL1",0.0472625,0.049942067046961
"4584","CYTIP",0.0472631578947368,0.049942067046961
"10480","MAGEF1",0.0472761904761905,0.049942067046961
"8915","KIAA0528",0.0472769230769231,0.049942067046961
"8873","KHDC1L",0.0472838095238095,0.049942067046961
"20429","ZNF84",0.0473,0.049942067046961
"8449","INE2",0.0473,0.049942067046961
"3774","CKAP5",0.0473,0.049942067046961
"12763","OTUB1",0.0473,0.049942067046961
"9611","LMNB1",0.0473,0.049942067046961
"1255","ATXN10",0.0473,0.049942067046961
"14928","RHOJ",0.0473,0.049942067046961
"20400","ZNF804A",0.0473,0.049942067046961
"15676","SECISBP2L",0.0473,0.049942067046961
"12971","PCBP2",0.0473,0.049942067046961
"201","ACTBL2",0.0473,0.049942067046961
"5979","FAM186A",0.0473,0.049942067046961
"7538","GUK1",0.0473,0.049942067046961
"17365","STK31",0.0473,0.049942067046961
"18290","TMEM5",0.0473,0.049942067046961
"14749","RCAN2",0.0473,0.049942067046961
"14270","PSRC1",0.0473,0.049942067046961
"19035","UBE2O",0.0473,0.049942067046961
"8468","INPP1",0.0473,0.049942067046961
"11210","MSH3",0.0473,0.049942067046961
"14646","RASGRP4",0.0473,0.049942067046961
"18900","TTYH3",0.0473,0.049942067046961
"4370","CTHRC1",0.0473,0.049942067046961
"7571","H2AFX",0.0473,0.049942067046961
"8575","ISCU",0.0473,0.049942067046961
"9801","LOC151174",0.0473,0.049942067046961
"10316","LRRIQ1",0.0473,0.049942067046961
"11464","N4BP2L2",0.0473,0.049942067046961
"12098","NRXN2",0.0473,0.049942067046961
"13155","PDK2",0.0473,0.049942067046961
"13268","PGBD5",0.0473,0.049942067046961
"15440","SAE1",0.0473,0.049942067046961
"18845","TTC5",0.0473,0.049942067046961
"6608","FOXP3",0.0473030303030303,0.049942067046961
"8322","IKBIP",0.0473037735849057,0.049942067046961
"15831","SF4",0.0473052631578947,0.049942067046961
"14071","PRMT2",0.0473134328358209,0.049942067046961
"6148","FAM89B",0.0473142857142857,0.049942067046961
"3456","CDK5RAP2",0.0473162162162162,0.049942067046961
"145","ACER1",0.0473268292682927,0.049942067046961
"5102","DOCK11",0.047331914893617,0.049942067046961
"724","ANO6",0.0473466666666667,0.049942067046961
"8502","INTS7",0.047352380952381,0.049942067046961
"10599","MARCH5",0.047355,0.049942067046961
"4105","COX19",0.04736,0.049942067046961
"19903","ZKSCAN3",0.0473657894736842,0.049942067046961
"10541","MAP3K13",0.0473709677419355,0.049942067046961
"16095","SLC16A3",0.0473723404255319,0.049942067046961
"13519","PLBD1",0.0473733333333333,0.049942067046961
"3087","CCDC154",0.04738125,0.049942067046961
"8922","KIAA0664P3",0.0473870967741935,0.049942067046961
"9978","LOC400752",0.0473944444444444,0.049942067046961
"15746","SERAC1",0.0474,0.049942067046961
"640","ANK3",0.0474,0.049942067046961
"14049","PRKCSH",0.0474,0.049942067046961
"6046","FAM40B",0.0474,0.049942067046961
"8943","KIAA1109",0.0474,0.049942067046961
"5619","EPHB4",0.0474,0.049942067046961
"17092","SPEF1",0.0474,0.049942067046961
